D,D_over_2,r_mec,kappa,area,covered,bounded_by_angle_only,p_x,p_y,q_x,q_y,mec_center_x,mec_center_y
23.759617416944458,11.879808708472229,11.879808708472229,1.0,270.92672717351434,True,True,118.1034172158129,-75.74607445406491,123.5675374591759,-52.62329759302071,120.8354773374944,-64.18468602354281
