n_stations,D,r_mec,D_over_2,kappa,covered,area
2,2670.756262660162,1335.378131330081,1335.378131330081,1.0,True,61933.32992925041
2,1722.6279809046064,861.3139904523032,861.3139904523032,1.0,True,23376.61690991695
2,2001.824387019028,1000.912193509514,1000.912193509514,1.0,True,29089.690175392825
2,2120.922268606794,1060.461134303397,1060.461134303397,1.0,True,31258.771682124352
2,1632.3247420185555,816.1623710092778,816.1623710092778,1.0,True,21466.272883879687
2,2412.3126694979082,1206.1563347489541,1206.1563347489541,1.0,True,50750.062800868254
2,1852.5888971290829,926.2944485645414,926.2944485645414,1.0,True,29036.812600532765
2,1956.7766445475288,978.3883222737644,978.3883222737644,1.0,True,32327.433461305394
2,2198.105831217637,1099.0529156088185,1099.0529156088185,1.0,True,22816.089450916348
2,2657.9621677556147,1328.9810838778074,1328.9810838778074,1.0,True,56732.277686413916
2,1703.0420611673283,851.5210305836641,851.5210305836641,1.0,True,21956.342655656797
2,2523.48511516075,1261.742557580375,1261.742557580375,1.0,True,31583.613923485565
2,2039.6292853971718,1019.8146426985859,1019.8146426985859,1.0,True,31277.027296459262
2,1885.5298489673376,942.7649244836688,942.7649244836688,1.0,True,21896.526171023255
2,1923.6921958924652,961.8460979462326,961.8460979462326,1.0,True,26203.63464725065
2,2664.198464039786,1332.099232019893,1332.099232019893,1.0,True,56530.694824277336
2,2430.540048375067,1215.2700241875334,1215.2700241875334,1.0,True,38166.376369607184
2,2076.866707444503,1038.4333537222515,1038.4333537222515,1.0,True,20572.885311752892
2,2289.576173931789,1144.7880869658945,1144.7880869658945,1.0,True,31179.411214440563
2,2185.2006367108183,1092.6003183554092,1092.6003183554092,1.0,True,30133.480028509162
2,1499.1971931205344,749.5985965602672,749.5985965602672,1.0,True,14072.187301363732
2,2260.1693499070216,1130.0846749535108,1130.0846749535108,1.0,True,22346.439675350615
2,1602.1386908182153,801.0693454091077,801.0693454091077,1.0,True,18215.883774028203
2,2133.4677507833967,1066.7338753916983,1066.7338753916983,1.0,True,39383.017659097255
