intersection_angle_deg,det_fim_norm,tr_crlb_norm
5.0,0.007596123493895969,263.2921912877198
5.4260651629072685,0.008941821966433358,223.66806312044523
5.852130325814536,0.010396135917734297,192.37917009033043
6.2781954887218046,0.011958743673070291,167.24164800887647
6.704260651629072,0.013629299604576752,146.74268363198905
7.130325814536341,0.015407434207701232,129.80746651511402
7.556390977443609,0.017292754182932864,115.6553767458226
7.982456140350877,0.019284842522794936,103.70839158452935
8.408521303258144,0.02138325860408141,93.53111408465412
8.834586466165414,0.023587538285316758,84.79053540084766
9.260651629072681,0.025897194009417892,77.22844410373845
9.68671679197995,0.02831171491153526,70.64213546404159
10.112781954887218,0.03083056693204922,64.87068513556737
10.538847117794486,0.03345319293469695,59.78502571949244
10.964912280701753,0.03617901282980348,55.28066808811444
11.390977443609021,0.03900742370258969,51.272291532219825
11.81704260651629,0.04193779994652907,47.689673815746445
12.24310776942356,0.04496949340172341,44.47459485775199
12.669172932330827,0.04810183349826705,41.57845667300922
13.095238095238095,0.05133412740456802,38.96043628516082
13.521303258145362,0.054665660180593094,36.586039451326734
13.947368421052632,0.05809569493600284,34.42595879441951
14.3734335839599,0.061623472993141915,32.455165261824504
14.799498746867167,0.06524821405484846,30.652179971068254
15.225563909774436,0.06896911637704524,28.998486642430777
15.651629072681704,0.07278535694607473,27.478054431769312
16.07769423558897,0.07669609166073862,26.0769480777052
16.50375939849624,0.08070045551900196,24.78300756962982
16.929824561403507,0.08479756280931955,23.58558352080601
17.355889724310778,0.08898650730654378,22.475317444591134
17.781954887218042,0.09326636247236925,21.44395843241461
18.208020050125313,0.09763618166027101,20.484209500931527
18.63408521303258,0.10209499832488941,19.589598244916434
19.06015037593985,0.10664182623581764,18.75436749908417
19.48621553884712,0.11127565969574225,17.973382548066134
19.912280701754383,0.11599547376288988,17.242052082896485
20.338345864661655,0.12080022447773102,16.55626062490216
20.764411027568922,0.1256888490938893,15.912310554343641
21.19047619047619,0.13066026631320718,15.306872214738776
21.616541353383457,0.13571337652491433,14.736940832305052
22.042606516290725,0.14084706204884692,14.199799207074575
22.468671679197993,0.14606018738266338,13.692985308585124
22.894736842105264,0.15135159945300228,13.214264052895194
23.32080200501253,0.1567201278705268,12.761602655482042
23.7468671679198,0.16216458518879892,12.333149051449888
24.172932330827066,0.16768376716692693,11.927212954424068
24.598997493734334,0.17327645303592712,11.54224919173132
25.0250626566416,0.17894140576874154,11.176843008513856
25.451127819548873,0.1846773723538519,10.829697079336233
25.87719298245614,0.19048308407242878,10.499620004259933
26.303258145363408,0.19635725677895524,10.18551609860518
26.729323308270676,0.20229859118526253,9.886376312766433
27.155388471177943,0.20830577314791535,9.601270141369653
27.58145363408521,0.2143774739588826,9.329338400468316
28.00751879699248,0.22051235063942973,9.069786767954307
28.43358395989975,0.22670904623716792,8.821879996388557
28.859649122807017,0.23296619012619316,8.584936719429715
29.285714285714285,0.239282398310251,8.358324783283146
29.711779448621552,0.24565627372885718,8.141457043378821
30.13784461152882,0.25208640656630954,7.933787574039278
30.563909774436087,0.25857137456351964,7.734808245406484
30.98997493734336,0.26510974333259757,7.544045627515352
31.416040100250626,0.2717000666741194,7.361058186263996
31.842105263157894,0.278340886897007,7.185433740246899
32.26817042606516,0.28503073514095,7.016787151080335
32.69423558897243,0.29176813170129734,6.854758223038336
33.1203007518797,0.2985515863563486,6.6990097905988595
33.54636591478696,0.30537959869697145,6.549225974930311
33.97243107769424,0.31225065845847083,6.405110592476137
34.3984962406015,0.3191632458546402,6.266385700660786
34.82456140350877,0.32611583191391724,6.1327902673793755
35.25062656641604,0.3331068788175728,6.004078952375245
35.67669172932331,0.34013484023985463,5.880020989880513
36.10275689223057,0.34719816169001433,5.760399163016425
36.528822055137844,0.35429528085614015,5.645008861442019
36.954887218045116,0.36142462795071895,5.533657214617661
37.38095238095238,0.3685846260578523,5.4261622938285115
37.80701754385965,0.37577369148204953,5.322352376804268
38.233082706766915,0.38299023409851873,5.222065269386292
38.659147869674186,0.3902326577048829,5.125147679240415
39.08521303258145,0.3974993603742364,5.031454637101922
39.51127819548872,0.4047887348094714,4.9408489614746145
39.937343358395985,0.4120991686987894,4.8532007630955345
40.363408521303256,0.41942904507232315,4.768386985825303
