scan_index,x,y,channel,source_id,measured_bearing_deg
11,780.0,-940.0,10,1,254.6845900544745
11,780.0,-940.0,11,5,50.32901442544072
11,780.0,-940.0,19,15,146.39116107535062
12,1210.0,-940.0,1,9,161.0293427780459
12,1210.0,-940.0,9,12,214.27342047453422
12,1210.0,-940.0,10,1,225.5953109203437
12,1210.0,-940.0,11,5,72.75276500195704
12,1210.0,-940.0,19,15,156.5164709474356
13,1640.0,-510.0,1,9,183.0912684127089
13,1640.0,-510.0,9,12,219.16249396516955
13,1640.0,-510.0,11,5,106.72224175931687
14,1210.0,-510.0,1,9,183.84403613369042
14,1210.0,-510.0,9,12,238.9899599852658
14,1210.0,-510.0,11,5,58.545674151580855
14,1210.0,-510.0,19,15,175.49526282093072
15,780.0,-510.0,1,9,185.65555352270377
15,780.0,-510.0,2,3,166.50911870768903
15,780.0,-510.0,9,12,269.2103717949733
15,780.0,-510.0,10,1,261.42912968248766
15,780.0,-510.0,11,5,32.35515023846304
15,780.0,-510.0,19,15,173.36096565814884
16,350.0,-510.0,1,9,195.87934771755022
16,350.0,-510.0,2,3,151.88197079455776
16,350.0,-510.0,3,7,177.6866072643234
16,350.0,-510.0,9,12,298.90952201066943
16,350.0,-510.0,10,1,282.6235047409229
16,350.0,-510.0,11,5,21.202023209442935
16,350.0,-510.0,19,15,165.85077485649106
17,-80.0,-510.0,1,9,347.3323233627778
17,-80.0,-510.0,2,3,68.30342647963496
17,-80.0,-510.0,3,7,174.4469351114923
17,-80.0,-510.0,8,8,213.0779154556201
17,-80.0,-510.0,9,12,318.99318916698024
17,-80.0,-510.0,16,13,158.83018307711416
17,-80.0,-510.0,17,14,159.8097557689728
17,-80.0,-510.0,19,15,62.42850029510883
18,-510.0,-510.0,1,9,355.2555843833443
18,-510.0,-510.0,2,3,20.925285429955682
18,-510.0,-510.0,3,7,169.6466948104097
18,-510.0,-510.0,8,8,234.17020469211508
18,-510.0,-510.0,12,16,147.7185677206734
18,-510.0,-510.0,16,13,139.85966979581212
18,-510.0,-510.0,17,14,148.94508103795314
18,-510.0,-510.0,19,15,12.147359895746659
19,-940.0,-510.0,1,9,357.47007530051127
19,-940.0,-510.0,2,3,10.867663237680212
19,-940.0,-510.0,3,7,73.80088978903179
19,-940.0,-510.0,6,4,9.783497653282584
19,-940.0,-510.0,8,8,277.4703054586725
19,-940.0,-510.0,12,16,123.28883876317747
19,-940.0,-510.0,16,13,74.13169538771324
19,-940.0,-510.0,19,15,5.533799145119936
20,-1370.0,-510.0,3,7,9.886353764565577
20,-1370.0,-510.0,6,4,7.431070467421032
20,-1370.0,-510.0,8,8,312.3289089296145
20,-1370.0,-510.0,16,13,28.48525670872884
20,-1370.0,-510.0,19,15,3.769913449855249
21,-1370.0,-80.0,3,7,322.529068071058
21,-1370.0,-80.0,6,4,347.8869202707043
21,-1370.0,-80.0,8,8,297.6736584091387
21,-1370.0,-80.0,16,13,345.44591347542354
21,-1370.0,-80.0,19,15,346.12174624675606
22,-940.0,-80.0,1,9,335.43244885117304
22,-940.0,-80.0,2,3,344.99440735181065
22,-940.0,-80.0,3,7,274.1247084688406
22,-940.0,-80.0,6,4,342.9826395585969
22,-940.0,-80.0,8,8,274.3415257747465
22,-940.0,-80.0,12,16,176.43666552322958
22,-940.0,-80.0,16,13,302.2711726134094
22,-940.0,-80.0,17,14,179.7011104088632
22,-940.0,-80.0,19,15,339.24442993941517
23,-510.0,-80.0,1,9,323.19336753954224
23,-510.0,-80.0,2,3,334.895340779066
23,-510.0,-80.0,3,7,221.2827783696139
23,-510.0,-80.0,6,4,328.1838069154502
23,-510.0,-80.0,8,8,249.5521204043729
23,-510.0,-80.0,12,16,178.65225448051638
23,-510.0,-80.0,16,13,202.8599458468314
23,-510.0,-80.0,17,14,180.04479631204163
23,-510.0,-80.0,19,15,325.2424625637594
24,-80.0,-80.0,1,9,296.33036376391084
24,-80.0,-80.0,2,3,287.05181624022197
24,-80.0,-80.0,3,7,203.8253857689422
24,-80.0,-80.0,6,4,273.572827378907
24,-80.0,-80.0,8,8,229.2129930792937
24,-80.0,-80.0,16,13,189.5627516327757
24,-80.0,-80.0,17,14,179.4890773343884
24,-80.0,-80.0,19,15,278.8795176558248
25,350.0,-80.0,1,9,247.69496546386884
25,350.0,-80.0,2,3,214.27863639565402
25,350.0,-80.0,3,7,194.95670175837353
25,350.0,-80.0,6,4,212.59998616875427
25,350.0,-80.0,9,12,289.0236368347918
25,350.0,-80.0,11,5,1.6052136758519104
25,350.0,-80.0,19,15,220.26261062620648
26,780.0,-80.0,1,9,217.4767918106395
26,780.0,-80.0,2,3,196.33073957424978
26,780.0,-80.0,6,4,198.12559571076102
26,780.0,-80.0,9,12,268.9783605430904
26,780.0,-80.0,11,5,2.093734382123171
26,780.0,-80.0,19,15,201.40585719139446
27,1210.0,-80.0,1,9,204.5687816014263
27,1210.0,-80.0,11,5,6.146865718797914
27,1210.0,-80.0,19,15,194.09827235355317
28,1640.0,-80.0,11,5,168.76730374745108
29,1640.0,350.0,11,5,249.4267962972379
30,1210.0,350.0,1,9,220.84667338650152
30,1210.0,350.0,6,4,208.71398703570125
30,1210.0,350.0,11,5,305.9331635370217
31,780.0,350.0,1,9,235.54648176931747
31,780.0,350.0,2,3,219.83408682298736
31,780.0,350.0,6,4,219.18266843706417
31,780.0,350.0,11,5,330.78510032298215
31,780.0,350.0,19,15,223.0176606806741
32,350.0,350.0,1,9,257.96138183167545
32,350.0,350.0,2,3,241.71419046617928
32,350.0,350.0,6,4,239.38562477379
32,350.0,350.0,11,5,341.3900973486519
32,350.0,350.0,19,15,243.3738143977477
32,350.0,350.0,20,10,113.41977692185763
33,-80.0,350.0,1,9,283.88068017303215
33,-80.0,350.0,2,3,276.4495546390928
33,-80.0,350.0,3,7,224.0246568438318
33,-80.0,350.0,6,4,270.897008090629
33,-80.0,350.0,16,13,216.28551698025925
33,-80.0,350.0,17,14,201.4760846582108
33,-80.0,350.0,19,15,272.72866744809176
33,-80.0,350.0,20,10,90.72317549217057
34,-510.0,350.0,1,9,305.81447205141137
34,-510.0,350.0,2,3,306.6878039597346
34,-510.0,350.0,3,7,242.55980112321433
34,-510.0,350.0,6,4,301.4288509136744
34,-510.0,350.0,12,16,208.7522109932725
34,-510.0,350.0,16,13,239.2392285383446
34,-510.0,350.0,17,14,210.83572755557694
34,-510.0,350.0,19,15,302.3303730324895
34,-510.0,350.0,20,10,65.46077600614417
35,-940.0,350.0,1,9,321.1588963428225
35,-940.0,350.0,3,7,272.1947913592195
35,-940.0,350.0,6,4,321.66116079487205
35,-940.0,350.0,12,16,233.07448441140963
35,-940.0,350.0,16,13,278.42072631659545
35,-940.0,350.0,17,14,237.4240330574243
35,-940.0,350.0,18,11,82.0966681269487
35,-940.0,350.0,19,15,319.09976501453525
36,-1370.0,350.0,3,7,300.05543933204126
36,-1370.0,350.0,12,16,287.76792488886156
36,-1370.0,350.0,16,13,311.25320346562046
36,-1370.0,350.0,17,14,289.2744463908397
37,-1370.0,780.0,3,7,290.44849597684504
37,-1370.0,780.0,12,16,277.7251769428895
37,-1370.0,780.0,17,14,279.99623004792915
37,-1370.0,780.0,18,11,46.982707358498935
38,-940.0,780.0,3,7,271.73960271499453
38,-940.0,780.0,6,4,306.59874371989633
38,-940.0,780.0,12,16,250.44509718739852
38,-940.0,780.0,15,6,205.0399800340774
38,-940.0,780.0,16,13,275.6367605174731
38,-940.0,780.0,17,14,251.72209979710715
38,-940.0,780.0,18,11,78.32826083477048
38,-940.0,780.0,20,10,32.50117388084894
39,-510.0,780.0,3,7,251.560004289488
39,-510.0,780.0,6,4,291.6102441387103
39,-510.0,780.0,15,6,184.79679136745017
39,-510.0,780.0,16,13,252.03542240712062
39,-510.0,780.0,17,14,230.75314704259762
39,-510.0,780.0,18,11,116.1546050186227
39,-510.0,780.0,19,15,292.1245824626262
39,-510.0,780.0,20,10,50.653701333912835
40,-80.0,780.0,1,9,279.5988664087756
40,-80.0,780.0,6,4,270.0560285937714
40,-80.0,780.0,15,6,183.41507839751117
40,-80.0,780.0,18,11,139.0499569079103
40,-80.0,780.0,19,15,272.7461133205296
40,-80.0,780.0,20,10,90.02771776240776
41,350.0,780.0,1,9,261.48389543250784
41,350.0,780.0,6,4,248.90001161116487
41,350.0,780.0,15,6,181.22699161026796
41,350.0,780.0,19,15,253.19937111072056
41,350.0,780.0,20,10,128.64765336028023
42,780.0,780.0,1,9,246.21285705701928
42,780.0,780.0,6,4,234.12201342947802
42,780.0,780.0,11,5,311.6829289397606
42,780.0,780.0,20,10,148.2673668714467
43,1210.0,780.0,11,5,289.3501488964481
44,1210.0,1210.0,11,5,282.29034220711753
45,780.0,1210.0,20,10,172.86267565849403
46,350.0,1210.0,20,10,165.09903107164143
47,-80.0,1210.0,15,6,207.2039240504075
47,-80.0,1210.0,18,11,165.33958667004418
47,-80.0,1210.0,20,10,88.01269933497883
48,-510.0,1210.0,7,2,233.92145871724017
48,-510.0,1210.0,15,6,222.10461354347217
48,-510.0,1210.0,18,11,146.58185093516775
49,-940.0,1210.0,7,2,340.2706279995622
49,-940.0,1210.0,15,6,259.053058955451
49,-940.0,1210.0,18,11,55.16737102619604
50,-510.0,1640.0,7,2,260.91490408497816
50,-510.0,1640.0,15,6,239.5843285907484
50,-510.0,1640.0,18,11,219.20075733694037
51,-80.0,1640.0,7,2,225.80635665898416
51,-80.0,1640.0,15,6,223.08221639324188
51,-80.0,1640.0,18,11,197.3425762799292
52,350.0,1640.0,7,2,209.68802454730468
