序号,是否为空集,是否退化,直径,是否被覆盖,最小包围圆半径,包围圆半径与直径之比,超出量,交会角,源到测点1距离,测点1_x,测点1_y,测点2_x,测点2_y,源_x,源_y,示向度1,示向度2,交会角分组
108,False,False,158.27651073680136,True,79.13825536840068,0.5,4.263256414560601e-14,140.87427966397888,2002.4171641592534,1562.5310613871716,-463.9548522074513,-1320.0225767338723,-571.7974123535325,-369.01643470921664,-991.968838426907,195.1445474414641,335.64745206010446,"(120, 150]"
109,False,False,91.70989208678525,True,45.85494604339262,0.5,8.526512829121202e-14,138.72562386957907,527.394799540189,348.1025401132871,1484.7466826996167,-1241.1526492951666,755.203884998845,41.51446618157627,1055.6207949873046,235.06307274702164,13.345769608580895,"(120, 150]"
110,False,False,511.8562297786503,True,255.92811488932514,0.5,1.1368683772161603e-13,24.783463204869257,2429.799405842398,1123.488950807743,-868.400849906928,1627.3041470194019,290.9131144526525,-1253.5861590805355,-364.97352190247835,168.983076966889,191.96613020508659,"(0, 30]"
111,False,False,126.89808491992262,True,63.44904245996131,0.5,8.526512829121202e-14,47.759488598925486,1651.5195520149907,530.6563518061029,178.379816217247,-461.25827802562003,918.8372940505268,-1068.473579099606,-234.29474656715604,193.8890187861118,241.7633223534009,"(45, 60]"
113,False,False,322.6275706442825,True,161.31378532214126,0.5,2.842170943040401e-14,13.870170967881663,760.6253808740321,-180.88238086550783,-653.4440886764623,879.0774998134492,-622.4509047334093,-867.7182770600724,-980.2581363065723,206.30187273165416,191.2347643396096,"(0, 30]"
114,False,False,1310.950637547106,True,655.475318773553,0.5,0.0,5.237001173041229,748.0621491305886,-1090.1813511871255,-140.14199863123685,908.5051878522105,-1381.5667173940494,-1768.4574804779804,175.35518264950045,155.33667556942686,149.46389146170264,"(0, 30]"
115,False,False,90.09056229670274,True,45.04528114835137,0.5,5.684341886080802e-14,134.67306053858562,1146.8175355931576,271.42684655828555,-340.46072607967363,-1519.5518311325006,54.86588894409519,-707.7202532407312,256.58317255688195,149.4775726599833,14.752722009732613,"(120, 150]"
116,False,False,277.068928584415,True,138.5344642922075,0.5,2.842170943040401e-14,27.5097038072398,2177.701386032795,-1272.5244664863194,-584.1134906250261,-671.7618500505017,-1394.9282058596684,843.8913892691075,-71.11519410136174,12.723764973250102,41.8045991712849,"(0, 30]"
117,False,False,448.3001858288216,True,224.1500929144108,0.5,5.684341886080802e-14,9.840047433269062,1857.5274135231687,-425.1299552512872,-163.5872767198193,662.0674856564119,-968.4303314027201,1136.604220154879,-1169.2683680000005,327.0502881797862,337.5587576435991,"(0, 30]"
118,False,False,167.83056852401702,True,83.91528426200851,0.5,0.0,48.69462093888739,3184.8882058501476,1524.0512279042744,-487.73886809632694,-1295.7712407088645,-17.627058729345443,-1659.9594536376649,-412.98016565838424,178.685448897202,226.87014190975674,"(45, 60]"
119,False,False,10.042293299634057,True,5.0211466498170285,0.5,5.773159728050814e-14,101.9091702413059,148.1299778823437,-1061.6221178251858,-749.9165109416072,-965.9422043262357,-483.58324050688026,-1130.0713026986832,-618.5498506446452,118.15145131411546,218.57714016436208,"(90, 105]"
120,False,False,100.0659794718739,True,50.03298973593695,0.5,5.684341886080802e-14,110.30537929096369,971.5751286650574,1261.46818677153,-522.812393450911,-1380.1813894645686,-98.6984985153867,524.4619737955078,-1155.884326705944,220.18119513709905,331.2558229903903,"(105, 120]"
121,False,False,222.3349119577142,True,111.1674559788571,0.5,0.0,28.202779376816025,2432.863787915491,51.23948201307833,1413.1565849619901,-363.24991357250855,-480.61930280049904,-801.5230715392214,-865.3565788818067,248.86918627967145,220.39593593526942,"(0, 30]"
122,False,False,137.16444945191253,True,68.58222472595627,0.5,5.684341886080802e-14,62.24351343458172,2091.7963433662107,-182.358869781083,1712.322240984318,-870.117094839621,-263.3303087677486,1056.7943857774562,27.059308573199463,305.9737996995592,8.060306037742377,"(60, 75]"
123,False,False,62.33335502147529,True,31.166677510737646,0.5,4.618527782440651e-14,100.49617278813093,1189.2013035837263,218.58969764271512,1205.5163755018525,-1020.4493126538027,-38.827250570390945,-960.7907547503262,1052.999199556258,188.12075038794512,87.59385840810572,"(90, 105]"
124,False,False,247.70562978682264,True,123.85281489341132,0.5,8.526512829121202e-14,38.865704141528234,3235.2383064320234,885.0656783859029,-1481.2159803239886,-1224.5787257103143,-557.4438785233598,-1337.6303015443561,869.6114229974489,133.56004120352023,94.77246543131255,"(30, 45]"
125,False,False,90.00759922395827,True,45.00379961197913,0.5,7.105427357601002e-14,134.58576651607945,1290.6790402139281,-263.0719575590925,1648.0708534317196,643.1557944833933,31.9910922729402,648.8187900849715,734.6664253667485,315.28317101587936,89.35951558610985,"(120, 150]"
126,False,False,699.7006718522888,True,349.8503359261444,0.5,0.0,9.149437624596485,805.7335988071342,-268.5652560961451,420.8201692923222,82.71272685432952,1305.410739453479,-770.6293787534547,-209.36888883788822,232.08748146343814,240.41895673594095,"(0, 30]"
127,False,False,198.05828452915358,True,99.02914226457679,0.5,1.1368683772161603e-13,44.49850643049102,3091.74213440019,1320.935155729863,-783.9482858064723,-491.18540083197115,762.6621871583476,-1592.9041081056878,249.69099854553886,160.259041792598,205.26195475015095,"(30, 45]"
128,False,False,248.91507965167344,True,124.45753982583672,0.5,1.4210854715202004e-14,28.419472945084614,1266.2637568259743,-926.32009696561,-352.59444576928064,164.37520291880858,-416.9066848188068,-1456.071345688554,797.5305545361261,115.4055118823042,142.98113852164724,"(0, 30]"
129,False,False,342.6363934881657,True,171.31819674408285,0.5,2.842170943040401e-14,21.187361753617544,1017.3252107020497,364.0940805636379,-698.3262766679355,-485.4105974521728,573.4425117256206,1312.8259875808933,-1065.5569302596145,338.4223194484834,317.66742697755046,"(0, 30]"
130,False,False,91.78248701901887,True,45.89124350950944,0.5,0.0,62.769961001438844,1280.3977165227434,1283.6185772831755,-589.8228069996208,1049.1892675087831,827.9705996119203,51.46035549759486,-241.6785424154521,164.18288796705653,227.06972264359547,"(60, 75]"
131,False,False,80.00879465178676,True,40.00439732589338,0.5,0.0,113.98337410948315,1208.9989288072093,1576.1632662560107,-247.18864221845647,-511.02423085554153,-229.04232099872203,568.7642874106439,-915.6388701923061,212.63867576375387,327.07013006754147,"(105, 120]"
132,False,False,455.3977740669921,True,227.69888703349605,0.5,0.0,26.61668015761769,3154.189406902962,-241.48804347458537,-1388.2953544654563,905.1569879015713,-498.8319838472129,-133.35357097653338,1764.0399307598368,88.51570926306309,114.39765058187278,"(0, 30]"
133,False,False,82.91322857904079,True,41.456614289520395,0.5,5.684341886080802e-14,100.03947200309489,2145.6817786893594,-51.810351121160686,1394.3005206106616,1491.3333065545398,-369.3638023541652,875.0164311100291,-540.884848065557,294.7287241750735,195.2683582311157,"(90, 105]"
134,False,False,114.95855512747767,True,57.47927756373883,0.5,3.552713678800501e-14,75.88827699540019,2259.1634321527845,-671.1040773262574,817.7975999710346,1053.2838700631282,-949.0815755330234,-562.9338261595673,-1438.7747143895942,272.2684221106737,197.21683769798244,"(75, 90]"
135,False,False,2371.9991614698392,True,1185.9995807349196,0.5,0.0,179.00247509399563,1194.279306679357,715.3501338922661,-381.3661688166786,-1649.2711133479484,-568.3056753819606,-474.35633762715275,-485.7767716659119,184.84245244982492,3.9433296216577247,"(150, 180]"
136,False,False,227.18453632850486,True,113.59226816425243,0.5,0.0,151.71324117598613,1674.9499621489704,1107.252659889637,-1100.8390026308332,-676.293088678788,1489.3884904618499,-141.73083533962668,15.179637154241655,138.444205426115,289.5555297653379,"(150, 180]"
137,False,False,140.04175304829124,True,70.02087652414562,0.5,2.842170943040401e-14,70.29009791121617,2009.2310985245858,-1041.5581844235805,-684.2564083938511,81.0674902596162,1633.4525409053688,966.7780588094585,-624.2969104396796,1.1336660762952846,292.34437476973466,"(60, 75]"
138,False,False,127.04701217050153,True,63.523506085250766,0.5,3.552713678800501e-14,57.26799839656316,1328.588008360507,1087.436095922824,617.8301753267239,-717.1718675278814,584.2527157061309,984.1134273773656,-706.73410100115,264.8367164829411,322.30231569761514,"(45, 60]"
139,False,False,207.73169565406607,True,103.86584782703304,0.5,1.4210854715202004e-14,52.35545131626205,2176.1335653902415,-314.9670312048219,1173.7012835610708,1124.923395742825,-557.4372843135319,-1653.6372112205677,-541.9675200122342,231.07322901331366,180.2626643391018,"(45, 60]"
140,False,False,142.61109277302373,True,71.30554638651186,0.5,1.1368683772161603e-13,49.78578790140642,1630.3510758517323,-603.6447239629525,375.4286058393615,-48.23781714508057,-918.1505110943878,1026.301765353011,411.7476435120078,2.0445756588406114,51.09150905201279,"(45, 60]"
141,False,False,1874.8464389904302,True,937.4232194952151,0.5,0.0,4.905189495453549,1904.7186213185719,878.7944039994304,307.0565883122027,711.7388560325115,790.2213095624277,732.3599824579571,-1592.0247650230185,264.88913557958443,270.08570107078583,"(0, 30]"
142,False,False,6152.163887051875,True,3076.0819435259373,0.5,0.0,1.7564419997095455,2597.41544200987,-1491.2534124963622,797.6499963126796,-1126.6565316532094,466.01400790931757,642.9012894542377,-682.8737915858716,324.7805931836782,327.3632463629966,"(0, 30]"
143,False,False,136.09659956139566,True,68.04829978069783,0.5,0.0,45.44571958109803,2353.3160733881377,1280.2383043655443,1165.1163017066701,650.1181981114113,-744.886184043443,984.6761306521186,-1169.5655915577547,262.57107785911023,307.64044038026645,"(45, 60]"
144,False,False,148.5379185036598,True,74.2689592518299,0.5,0.0,145.2759103601636,778.4267318700014,1601.2815619278624,22.968557822509233,-771.6363392787015,717.1930237855418,830.591988713148,-86.51093170832641,188.6540563620079,333.14051411426874,"(120, 150]"
145,False,False,740.5702987866615,True,370.28514939333076,0.5,1.1368683772161603e-13,5.719730094966014,1477.7135962707048,-37.279291862946685,248.11482888169212,-219.21220921446542,18.182190106841315,-392.7917506492853,-1186.1962825062772,255.47031502602152,262.216795229837,"(0, 30]"
147,False,False,198.60278064533537,True,99.30139032266769,0.5,1.4210854715202004e-14,47.03239131723885,2126.843138108283,-643.7618892230322,-1662.423589380637,780.1589220282193,-612.1494012463226,-1293.5004298120737,362.74345631991747,108.01275636899715,154.4201737053833,"(45, 60]"
148,False,False,270.7229221533839,True,135.36146107669194,0.5,2.842170943040401e-14,38.11667541014165,1839.5189082711706,-694.323723464163,-417.3595249323496,1308.6106858698201,-712.1500058766663,-994.6158484343813,1397.483292935917,99.61996720463932,137.4443862602668,"(30, 45]"
149,False,False,66.18970358387583,True,33.09485179193791,0.5,0.0,93.40948335092952,998.1427321621916,-671.1490540736484,375.2954091691266,205.79357409059085,-1303.223244409175,-1128.3511949562396,-511.9785711439331,242.38061535725836,149.27403495912876,"(90, 105]"
150,False,False,312.55154153969994,True,156.27577076984997,0.5,5.684341886080802e-14,34.197202487324624,3269.234110417275,1608.4800422922772,-369.3397112494145,-384.5860591019369,-802.232157151307,-1503.778770873804,631.5282863336273,161.7005162848457,127.90411845613426,"(30, 45]"
151,False,False,286.32250947454133,True,143.16125473727067,0.5,0.0,40.828624988239376,2693.1368033297363,-464.72476824116785,1532.788873293889,1413.2650972548704,585.0323830172807,-1346.9428195067414,-1011.7498179958079,251.86145245252052,210.32972057898445,"(30, 45]"
152,False,False,763.2291782706527,True,381.61458913532636,0.5,1.1368683772161603e-13,6.92468772476962,1305.6275512361408,-201.2108267710198,-769.0054500690824,-991.6100051324645,-846.4999454452666,-1506.6011170978657,-793.8950556761326,180.18769848804567,173.90172382795154,"(0, 30]"
153,False,False,112.25992930983935,True,56.129964654919675,0.5,0.0,41.40240428516904,521.0226299982693,97.04006455281473,-385.05099542443236,1392.6590868648182,-663.1645223716171,-93.1590398301835,100.01485748857029,111.69058313494756,152.702863680723,"(30, 45]"
154,False,False,380.19503284888185,True,190.09751642444093,0.5,0.0,21.750120844506633,2659.598260734443,492.9819699730268,-1718.4685044896644,-39.15154065729584,-377.4134717490231,-1320.1289824213452,227.31966044742575,132.66879954521795,154.33182896918314,"(0, 30]"
155,False,False,150.32087582236124,True,75.16043791118062,0.5,1.4210854715202004e-14,151.07343400712048,1145.0886824034276,-333.18307316370766,-1615.67051161097,-980.2884550946314,398.2590834585051,-414.3618750328695,-473.46295923902676,94.24254411972794,303.65618349179186,"(150, 180]"
156,False,False,69.86286516230203,True,34.931432581151014,0.5,2.1316282072803006e-14,123.40018509401891,729.3883156467041,1355.5881016910646,-638.9977033186109,369.0449912841858,716.2416515182438,664.4921318978238,-405.7731858735617,162.11497199025376,285.2507371799426,"(120, 150]"
157,False,False,168.94840379836603,True,84.47420189918302,0.5,0.0,163.29717797214667,517.6391512000521,417.3685482578153,845.755907639456,-578.3677444339897,1680.9997959175278,-31.547171106036256,1103.4863244767903,149.46164418075304,313.8884024101204,"(150, 180]"
158,False,False,121.5127169887712,True,60.7563584943856,0.5,0.0,70.74230560193669,2177.655749979964,1445.1789908630897,470.6341879940127,505.21753526910817,-1635.302587038066,-604.4713695858954,-264.9730205977364,198.79096703191848,128.77298657858606,"(60, 75]"
159,False,False,96.36995026970942,True,48.18497513485471,0.5,7.105427357601002e-15,63.02866223281088,1567.7347196291933,-210.02907700538213,-1244.2218196661393,-530.3219017162762,244.45867483708753,-1601.144511524343,-521.3179540145935,152.6851597041935,215.78495490908173,"(60, 75]"
160,False,False,33.72193124511794,True,16.86096562255897,0.5,1.0658141036401503e-14,88.19418403376804,583.501056629248,-442.6658896434072,-1134.4034057592403,62.61420398003098,-332.10335556311395,139.44818757748254,-1094.1953942600264,4.731027880195747,275.80469206645654,"(75, 90]"
161,False,False,861.0068637302486,True,430.5034318651243,0.5,5.684341886080802e-14,8.830279624725112,2258.1269779698987,-783.9461325327244,-1343.906432410914,-512.0821743700016,-1013.8190809842222,-1014.0987705008188,902.4611269773075,95.25214895892726,104.77759217954612,"(0, 30]"
162,False,False,192.78524491741985,True,96.39262245870992,0.5,8.526512829121202e-14,25.36502390569206,1788.0052614772203,332.43009536989206,1583.4221939656093,1378.880244390535,1152.5921935106858,1709.9321435703419,443.48758080843845,321.3325282706493,295.3200095505851,"(0, 30]"
163,False,False,456.5015340166206,True,228.2507670083103,0.5,5.684341886080802e-14,27.75039085860258,3066.457871009899,757.7742315465241,1157.8621097647983,-559.6437157982621,1708.3928070856189,-1596.8219712594635,-806.5819837156415,220.54377674406095,247.26519789522558,"(0, 30]"
164,False,False,137.90052110523627,True,68.95026055261813,0.5,1.2789769243681803e-13,59.50142556976564,1667.2948702779984,-913.2350172694232,-872.7988766436936,562.9216079862264,309.2490239681373,-1476.642580536781,696.4187953535555,110.1874239012348,168.30852804543574,"(45, 60]"
165,False,False,490.4624076581278,True,245.2312038290639,0.5,0.0,15.41975438117762,2192.8690600463124,-189.38964741889222,1404.628368431296,384.00406134567487,1698.7079622939445,465.18867373844176,-688.2648290298744,288.3538977795443,271.2213363376449,"(0, 30]"
166,False,False,880.0695509624078,True,440.0347754812039,0.5,0.0,174.6330354740855,1982.884560591736,-1365.971900498331,-1010.3426068174626,719.270345552707,898.0933331655733,133.70142365070447,286.8894855503079,41.856719900490056,227.02901414726614,"(150, 180]"
167,False,False,147.39120737474,True,73.69560368737,0.5,7.105427357601002e-14,48.39499180245689,2203.7508433101343,371.9842651057931,522.7697054548908,857.877522268722,-1063.2061108750484,-308.93865883286446,-1573.145786888481,251.89850136378016,203.0722073736134,"(45, 60]"
168,False,False,138.35115299666316,True,69.17557649833158,0.5,0.0,61.045328024118454,2041.1789586737118,-1237.6295774195419,408.26677283099514,580.5967110407099,-492.2128039284622,513.2097247696549,1457.53951108447,31.893256375714977,92.70390493589588,"(60, 75]"
169,False,False,176.2729874052842,True,88.1364937026421,0.5,2.842170943040401e-14,16.633126444808873,456.2391327558833,465.3662606073353,-661.2083031055212,899.2316298117149,-649.4368348032089,94.85502113374805,-927.4329595173318,215.52994878612932,199.61454949531225,"(0, 30]"
170,False,False,616.0242392588087,True,308.01211962940437,0.5,5.684341886080802e-14,6.2477703398143385,537.5258576179239,390.4596732308874,-547.1001859186842,-453.2630652835048,-461.9238572665658,926.373353893559,-505.5000118027917,3.840423577569257,357.5521052496092,"(0, 30]"
171,False,False,77.21703439413521,True,38.608517197067606,0.5,3.552713678800501e-14,95.72559913582539,1948.9219644272146,-944.5435804155532,-1093.4687272424974,1044.9961542009771,-153.00137807718966,364.9191329085856,350.00078259850295,47.20012335658082,143.15274413074,"(90, 105]"
173,False,False,391.12155524564196,True,195.56077762282098,0.5,0.0,23.805372864876233,2860.564279001207,-1372.2680680238986,758.7860301399219,-1217.0492785896736,-638.7090264161993,378.3375770128335,-1503.559626443798,307.02960854546615,330.9221429538347,"(0, 30]"
174,False,False,2106.7281773552977,True,1053.3640886776489,0.5,0.0,2.9973413590802505,1892.3554315934325,1071.261046754281,-199.63485452018028,874.6565758588225,-274.35024950030027,-815.8681926477494,-59.09193127223052,176.11341087819125,172.33968950654426,"(0, 30]"
175,False,False,450.3159331027373,True,225.15796655136865,0.5,0.0,14.599497237697518,2008.2414117424942,-800.0617724373961,22.0517503486046,-484.5602004549644,-374.1479992364033,1007.7212262788677,896.6683505740511,24.874160699499956,41.067995493170194,"(0, 30]"
176,False,False,139.7986674315994,True,69.8993337157997,0.5,0.0,119.39930092646134,2254.6169135707655,-193.04995368700656,-1758.8845758219848,-434.6328226592631,1745.6580932510108,-1338.9155495190294,182.83874722069015,120.37010872413177,239.09300482518043,"(105, 120]"
177,False,False,1120.6122101592805,True,560.3061050796402,0.5,0.0,8.823875612288115,1776.647326254477,-684.0902981219127,871.6255764498079,-87.2472157582606,1696.0145223486265,-1039.753813177685,-869.0579634118623,259.34250795498843,250.50216232583628,"(0, 30]"
178,False,False,236.33240170920712,True,118.16620085460356,0.5,9.947598300641403e-14,29.20202343336721,2053.8728559149245,-728.6648066829327,714.6550618045924,256.7681940713147,-112.15138260779507,236.68472363062045,-1098.2139330727346,297.261294025455,269.6191317980502,"(0, 30]"
179,False,False,116.91412146830926,True,58.45706073415463,0.5,7.105427357601002e-15,135.00997835878144,494.11028484813295,450.22239583811523,-416.01107700894875,-958.913618340509,1401.5706476524124,-24.8398543555879,-280.14043252089715,163.05446932077282,299.69960747166994,"(120, 150]"
180,False,False,1423.5667100854403,True,711.7833550427201,0.5,0.0,179.1378099342,1059.1983331344652,168.3802379481819,1699.1055931864696,-564.9995038304673,478.984151520842,-373.7868129725785,789.1847187085209,238.76093446829566,58.59377548378674,"(150, 180]"
181,False,False,128.72542044655157,True,64.36271022327578,0.5,8.526512829121202e-14,51.01320483308693,2328.15295551576,-1553.4865441065506,867.3443009478684,305.1019421848937,1270.9440053338033,747.1583601360546,510.5121150967292,351.631719926051,299.5947178722583,"(45, 60]"
182,False,False,303.24312045334534,True,151.62156022667267,0.5,8.526512829121202e-14,26.08971102728595,2169.6832619456895,801.0455619173144,-1507.8037204658892,-359.6696862673031,-1557.360347057291,-1137.5942266159907,-533.5341338099016,152.56920490474047,128.01033525776222,"(0, 30]"
183,False,False,226.76591108098836,True,113.38295554049418,0.5,1.1368683772161603e-13,34.18163681858686,271.67060183795115,-1063.357521871739,1138.9071237058313,1409.8161379000712,-394.36492549073864,-1333.826464999624,1113.3832778694475,185.20265209691348,152.1749092032352,"(30, 45]"
184,False,False,204.06328411932805,True,102.03164205966402,0.5,0.0,38.8727352620485,915.8250572258956,691.760455868159,257.11070424951185,-1089.5166033164899,1184.308898432136,803.3330515615602,-651.8926463125484,277.7458836491039,315.1173543880938,"(30, 45]"
185,False,False,207.07473000462167,True,103.53736500231084,0.5,0.0,162.53171825399477,393.55783626472237,-553.6116784317649,1001.8543811727363,811.3091560890441,-16.343151650552215,-191.96511531322443,846.6141355213023,336.76406889558876,140.08605542952512,"(150, 180]"
186,False,False,601.988367114326,True,300.994183557163,0.5,5.684341886080802e-14,11.651063726867662,1214.787346977386,358.4049691609648,-25.292811864296933,-1094.9514952306783,-1278.4652141925553,1486.5215426899324,425.3304175698032,21.05828654998252,34.14924045244897,"(0, 30]"
187,False,False,104.79052832359368,True,52.39526416179684,0.5,0.0,102.9293736987545,1684.0890771667828,-538.432972701016,-1206.9000011117691,1614.2648619402328,778.0871189289309,-410.8667126972184,472.35068569503085,86.28724181996239,189.07278960645186,"(90, 105]"
188,False,False,787.8023650692202,True,393.9011825346101,0.5,5.684341886080802e-14,13.309656835519446,2444.134655738659,436.5160587667881,-936.5028172414045,1322.319732501027,-879.8120847504288,-1167.3875368989513,907.7551558180169,130.8393963562799,144.63815046854884,"(0, 30]"
189,False,False,69.7697747353155,True,34.88488736765775,0.5,1.1368683772161603e-13,64.5546694805818,1213.930332233813,-1044.3939359489682,-668.022726501068,127.54211947894636,-720.2698279590586,-245.78894699871498,-1582.274837869186,311.62454064103747,246.63170186370013,"(60, 75]"
190,False,False,247.151584819635,True,123.5757924098175,0.5,5.684341886080802e-14,29.19851226340951,1585.9604734747404,826.0477888818413,561.2705427890464,1312.520954896075,-74.1848283178429,-154.25705404515008,-685.4343294073007,230.98672304681727,203.409261458803,"(0, 30]"
191,False,False,90.61789152983275,True,45.30894576491637,0.5,0.0,83.7962456600773,1019.8440566866457,-743.2196671553794,161.89965030611614,1707.8485620842964,91.4002915811738,-452.3403821912161,-815.5823912362393,287.47681894447993,201.7845576262405,"(75, 90]"
192,False,False,124.90324280891822,True,62.45162140445911,0.5,0.0,28.798274947447965,1366.2141526610726,138.88300630463985,-1732.0305279172237,353.07072656856104,-614.9013937662189,547.6050574944164,-428.3866364335737,72.22919788803348,44.506991897350844,"(0, 30]"
193,False,False,95.18748671080567,True,47.593743355402836,0.5,7.105427357601002e-15,61.31853726155995,1072.6360373836424,414.44628731791926,1003.097278291598,1494.6726939812659,-39.50262199396497,-183.05123908476864,112.28597692819943,236.4418403252227,175.04243507613762,"(60, 75]"
194,False,False,901.957395236189,True,450.9786976180945,0.5,0.0,7.730777938998577,1426.7480209640191,-1488.9195505927228,348.3176498661407,-1179.872191287116,358.31945436139057,-238.43910303701,-338.63836445035776,330.789888072157,323.81787314970705,"(0, 30]"
195,False,False,282.73733644770067,True,141.36866822385034,0.5,0.0,169.1853591273067,275.70709101889065,177.58939632075706,20.469637269086824,114.63599808234721,1502.863437853267,208.24961104674082,294.46662862310774,82.99745243708574,273.55035006873345,"(150, 180]"
196,False,False,969.9294714036246,True,484.9647357018123,0.5,5.684341886080802e-14,6.817733668757755,1366.651283904798,-104.61411201806123,1195.4352849478712,575.7644937042951,659.9327296908443,908.016014265733,277.6575563332027,317.26727824304226,311.8013362428022,"(0, 30]"
197,False,False,1890.501845097891,True,945.2509225489455,0.5,0.0,179.58451020101933,392.62133916161497,-177.22512307510328,1705.1895046836453,-10.281056108595692,-177.9267702242867,-144.80161969891543,1313.9092567872376,274.64824613691513,94.82558412787102,"(150, 180]"
198,False,False,64.51743588604589,True,32.258717943022944,0.5,0.0,79.60534457764412,534.5167990083226,-474.77055163794336,-99.13044466878674,-798.8350716184392,1486.0542371214053,-1008.5613252744805,-126.9803711069442,182.7087686709701,261.91303935613774,"(75, 90]"
199,False,False,42.67353310167611,True,21.336766550838053,0.5,3.552713678800501e-15,101.06980733337026,1063.4745329074415,1674.1025914629718,-416.4196336556884,856.7491857688244,-1295.7703422590253,739.8972179969704,-924.59126050035,209.108371546654,108.17293096479538,"(90, 105]"
200,False,False,563.038004952145,True,281.5190024760725,0.5,0.0,14.81078388525001,1384.9859339799905,-877.4569132888688,-262.27619056564544,-653.5810547316003,-1424.4041776619351,-374.0620236589106,1027.9872020859746,68.84925165325645,83.25816480485666,"(0, 30]"
201,False,False,66.54129403523469,True,33.27064701761734,0.5,7.105427357601002e-15,43.12177264095706,684.7819465660725,422.7985759104308,-763.9860401182419,-84.9439588496153,-689.2003166007868,297.61604436021304,-90.74340322014852,101.2688879889624,58.185553789424176,"(30, 45]"
202,False,False,2205.623028257291,True,1102.8115141286455,0.5,0.0,5.81662265680729,2474.5723951041,114.98347509841645,1315.53459699242,550.2237800357775,1471.0582113948217,-1183.8403470465123,-790.7809581037487,238.26171342889702,232.59690096274377,"(0, 30]"
203,False,False,70.64957906613284,True,35.32478953306642,0.5,0.0,113.7234992693465,543.373130799805,24.990865991588773,-645.8890481302049,1641.4514758704377,235.44518059072504,126.79933043928791,-112.13873586614294,78.2451782397863,192.81252941140082,"(105, 120]"
204,False,False,193.00951233779168,True,96.50475616889584,0.5,0.0,24.32453909070957,1369.5861061716291,403.2025453885347,-50.44251006698383,169.82328393877023,-566.1479540023987,1220.0007716761306,-1149.8090366411752,305.8892572467838,331.53781943233514,"(0, 30]"
205,False,False,233.2984521641546,True,116.6492260820773,0.5,1.2789769243681803e-13,47.76161638210727,3124.9492207856165,-1641.1759505667553,104.37797187230404,385.55920265769436,1220.4677006082911,1406.8424800758455,-584.7455866798952,347.2234216894508,300.4168883048173,"(45, 60]"
206,False,False,65.1533044928449,True,32.57665224642245,0.5,2.842170943040401e-14,70.04541627211741,1554.0946636424944,54.62674568356334,-1684.3039217344815,15.383988870356776,-215.66013053070787,385.77510472007936,-165.89982931721573,77.01324650718576,7.899614172687296,"(60, 75]"
