序号,是否为空集,是否退化,直径,是否被覆盖,最小包围圆半径,包围圆半径与直径之比,超出量,交会角,源到测点1距离,测点1_x,测点1_y,测点2_x,测点2_y,源_x,源_y,示向度1,示向度2,交会角分组
82,False,False,208.26597681549327,True,104.13298840774664,0.5,1.4210854715202004e-14,18.689924298942486,880.753388212253,1199.7639816822643,-823.4769308417495,1675.2239736670274,-632.3723335664562,438.65404450495106,-380.26344461044135,149.49924866187814,169.22647004059365,"(0, 30]"
83,False,False,255.20540413075466,True,127.60270206537733,0.5,1.4210854715202004e-14,33.26327166770446,1451.8804233824603,-563.6307045784692,-264.22461661825895,994.0049521437076,-927.6357833907933,-705.5434169902452,1180.7035981582276,95.08054484826643,128.50323540377642,"(30, 45]"
84,False,False,408.835921265122,True,204.417960632561,0.5,5.684341886080802e-14,18.002177398504415,1964.66189293442,1159.6713683399787,75.3718288506968,468.0551888199484,143.47794812458326,-403.89572959796817,-1114.2307450346177,217.86157005773123,235.60956841820467,"(0, 30]"
85,False,False,99.08759971910818,True,49.54379985955409,0.5,4.263256414560601e-14,63.45695875468418,150.59168750239346,942.0638846931056,569.7377323569772,375.00119539629156,-1740.981835651899,821.9311044252399,660.545063833743,142.19606960168122,79.50690099513383,"(60, 75]"
86,False,False,93.33125899892738,True,46.66562949946369,0.5,2.1316282072803006e-14,102.97700326578448,2175.192445806142,1081.3672201385596,64.46399387263062,-1131.9583752243052,-1307.232829855933,-187.30861007889777,-1702.4326681068276,234.98675732522258,338.16010297189695,"(90, 105]"
87,False,False,3800.862066596088,True,1900.431033298044,0.5,0.0,5.3671629329685695,2856.4068960107184,-1105.526477467151,-491.08100905178236,-1747.3362627640029,-428.61234333883044,1498.1097065674287,683.712154344838,24.32229921508974,19.633529831719493,"(0, 30]"
88,False,False,1072.6719279472584,True,536.3359639736292,0.5,1.1368683772161603e-13,3.939010267438978,1674.459057455859,772.6364801861455,329.1781246903657,132.10116117552425,-1022.6142766917071,68.09623696708495,-1189.8466219088432,244.90753843732796,248.66627448300744,"(0, 30]"
89,False,False,76.60813029850392,True,38.30406514925196,0.5,8.526512829121202e-14,107.82258856394287,466.47251362008456,883.8281519335716,1421.3471218228701,-221.16869216341047,-373.0121864380662,1105.5967003467956,1010.9627691755848,299.2896093303715,45.549404682669774,"(105, 120]"
90,False,False,548.7999490445688,True,274.3999745222844,0.5,0.0,7.987721794315273,1685.5465772034643,-1691.8819365768093,180.30726449708365,-682.093350924348,22.71717395528144,-57.34185003809983,-231.20940517784294,345.84231544241516,337.1474449327991,"(0, 30]"
91,False,False,129.04495493383882,True,64.52247746691941,0.5,5.684341886080802e-14,125.55079748096645,783.4418976760686,1346.5027303443765,518.1164694485843,-1418.048988542752,-586.3946447185413,611.7588654229654,790.0220780605194,160.18601421705014,33.80791795570785,"(120, 150]"
92,False,False,210.25128822793337,True,105.12564411396669,0.5,9.947598300641403e-14,40.90110237577724,2808.019665116428,878.9594582225947,717.8772176112188,-950.8799947970263,-13.685976948145017,-933.7649089852904,-1426.6518235097794,228.90693545430557,269.78764734937255,"(30, 45]"
93,False,False,202.69533855007015,True,101.34766927503507,0.5,4.263256414560601e-14,28.137130512650323,592.2311089013641,-393.2368689328893,-23.484455315389134,1195.3702411187735,887.7514822932505,-627.0375617566729,-567.6121263500997,246.9092337939358,218.11468074661963,"(0, 30]"
94,False,False,3238.194145159598,True,1619.097072579799,0.5,0.0,5.736127924482758,1953.325342391047,-322.60264087635045,1215.4132460775306,-321.11919065936956,864.2375013142317,602.8572700729833,-504.7622817255923,299.0393188853527,303.1316269577904,"(0, 30]"
95,False,False,54.716083922698466,True,27.358041961349233,0.5,0.0,104.05629427348438,432.6936263101711,-7.508932796456263,6.142046069283606,709.9353927402499,-1334.4060321789368,424.94016059590825,-8.402914348951319,357.9339562033579,102.05262230546336,"(90, 105]"
96,False,False,234.35060259610842,True,117.17530129805421,0.5,1.4210854715202004e-14,24.125536738503225,1206.5887943251482,594.469732638505,-776.2317221739061,1069.8791764391503,-1366.9167021965918,-578.643071471852,-1058.4778336145241,194.1275062131877,169.517279926574,"(0, 30]"
97,False,False,96.23915814467807,True,48.119579072339036,0.5,8.526512829121202e-14,138.59700888607202,163.51283322075648,1287.2848044918758,1080.1843802994606,-433.9497236604846,1693.8667204640692,1199.7506389183523,1218.2938169257313,121.6188679308357,343.122080813369,"(120, 150]"
98,False,False,450.82686367175296,True,225.41343183587648,0.5,8.526512829121202e-14,23.22608170250723,1946.407652303842,89.40664315961207,-630.0850167452206,1046.6962249874564,-119.94073898777515,-1396.928921089476,626.6207321854109,140.58903457530897,162.2710968978102,"(0, 30]"
99,False,False,354.7515890612758,True,177.3757945306379,0.5,0.0,11.540308120468758,1991.6029404655703,835.9435001749938,1489.4856257119457,1286.9250250776151,-147.6703126368583,1296.5312388087473,-448.1266181313243,283.8717622884637,271.54657546348926,"(0, 30]"
100,False,False,135.2457002142345,True,67.62285010711724,0.5,9.947598300641403e-14,71.07435927297473,2866.843540878807,711.766123845049,953.200577013213,-1588.6797564827045,-644.4017454343875,-353.7786292575373,-1708.266361916159,247.6663742885323,319.5011291567384,"(60, 75]"
101,False,False,860.910280571327,True,430.4551402856635,0.5,0.0,4.03083783737171,1460.2581839973516,-67.68635698059838,276.73596976429485,369.69770316579354,662.8256211428525,1123.5987614692017,1121.243951071333,35.57744632094085,30.397466245230707,"(0, 30]"
102,False,False,181.58907728038633,True,90.79453864019317,0.5,5.684341886080802e-14,51.026635662778084,2146.202789288207,993.4428252180085,-1384.3360542309429,1161.7807866570643,444.49210972501214,-834.7995442501276,-260.1847071116973,148.74548758254912,198.46803827798107,"(45, 60]"
103,False,False,401.86614439891474,True,200.93307219945737,0.5,0.0,166.57447864212915,498.48371859964607,-595.7389229869059,835.0844773783161,1118.9746427744578,-992.196331256564,-328.62705954357136,414.20769004411244,303.32809111724777,135.89710942256482,"(150, 180]"
104,False,False,1459.0603266230553,True,729.5301633115276,0.5,0.0,5.439320911049457,1414.7458215684385,947.3853775023346,916.6033094711454,1025.852935349489,807.5833785312145,-168.50294073990023,46.948779869952176,218.0237437321856,213.01276112791038,"(0, 30]"
105,False,False,1261.8916171990434,True,630.9458085995217,0.5,2.2737367544323206e-13,10.345924777072273,2710.6130377461677,-884.5472840476771,-466.81742782477914,-1154.6194292277119,-1357.356744257935,1432.9813264807108,939.057452732473,31.67355482342528,41.89257935950181,"(0, 30]"
106,False,False,229.9343366998674,True,114.9671683499337,0.5,0.0,28.354828250221715,2072.135769927606,482.25991616416576,-305.9883311420922,-710.3502588752539,-665.4690836039566,-1574.150365080699,-51.187616457284946,172.75973572055864,144.70804274853404,"(0, 30]"
107,False,False,49.35630558042645,True,24.678152790213225,0.5,1.7763568394002505e-14,121.0273199758323,502.06933674070643,480.9445927846912,-1516.907972073895,-543.4932232151892,-884.2274003019936,307.05453455023854,-1045.9134216357063,110.00823905439755,348.3704872575254,"(120, 150]"
