run,log_file,channel,detected,first_detect_vt_s,first_detect_radius_m,n_bearings,cleared,clear_vt_s,locate_clear_time_s,n_clear_attempts,n_clear_fail,clear_success_rate
0,robot_p4_20260912_173844.jsonl,3,1,1631.587,1900.0,4,1,2083.662,452.075,1,0,1.0
0,robot_p4_20260912_173844.jsonl,4,1,259.0,400.0,3,1,2945.994,2686.994,1,0,1.0
0,robot_p4_20260912_173844.jsonl,5,0,,,0,0,,,0,0,
0,robot_p4_20260912_173844.jsonl,6,0,,,0,0,,,0,0,
0,robot_p4_20260912_173844.jsonl,7,1,41.0,0.0,3,1,6815.963,6774.963,1,0,1.0
0,robot_p4_20260912_173844.jsonl,8,1,47.0,0.0,5,1,4119.258,4072.258,1,0,1.0
0,robot_p4_20260912_173844.jsonl,9,1,53.0,0.0,3,1,2409.593,2356.593,1,0,1.0
0,robot_p4_20260912_173844.jsonl,10,1,4274.097,1300.0,3,1,4578.917,304.82,1,0,1.0
0,robot_p4_20260912_173844.jsonl,11,1,65.0,0.0,4,1,6976.55,6911.55,2,1,0.5
0,robot_p4_20260912_173844.jsonl,12,1,71.0,0.0,6,1,5339.9,5268.9,1,0,1.0
0,robot_p4_20260912_173844.jsonl,13,1,3100.493,1300.0,4,1,3482.277,381.785,1,0,1.0
0,robot_p4_20260912_173844.jsonl,14,1,3106.493,1300.0,2,1,3362.516,256.023,1,0,1.0
0,robot_p4_20260912_173844.jsonl,15,1,381.0,400.0,2,1,782.472,401.472,1,0,1.0
0,robot_p4_20260912_173844.jsonl,16,0,,,0,0,,,0,0,
0,robot_p4_20260912_173844.jsonl,17,1,3118.493,1300.0,4,1,6014.979,2896.486,1,0,1.0
0,robot_p4_20260912_173844.jsonl,18,0,,,0,0,,,0,0,
0,robot_p4_20260912_173844.jsonl,19,1,113.0,0.0,3,1,2763.218,2650.218,1,0,1.0
0,robot_p4_20260912_173844.jsonl,20,1,119.0,0.0,4,1,5548.424,5429.424,1,0,1.0
0,robot_p4_20260912_173859.jsonl,1,1,1108.944,400.0,5,1,2765.627,1656.683,1,0,1.0
0,robot_p4_20260912_173859.jsonl,2,1,5625.112,1300.0,4,1,6287.358,662.247,1,0,1.0
0,robot_p4_20260912_173859.jsonl,3,1,5439.112,1900.0,2,0,,,0,0,
0,robot_p4_20260912_173859.jsonl,4,0,,,0,0,,,0,0,
0,robot_p4_20260912_173859.jsonl,5,1,29.0,0.0,4,1,3523.356,3494.356,1,0,1.0
0,robot_p4_20260912_173859.jsonl,6,1,35.0,0.0,5,1,635.192,600.192,1,0,1.0
0,robot_p4_20260912_173859.jsonl,7,1,4051.766,1300.0,4,1,4790.393,738.628,1,0,1.0
0,robot_p4_20260912_173859.jsonl,8,0,,,0,0,,,0,0,
0,robot_p4_20260912_173859.jsonl,9,1,902.944,400.0,5,1,4446.549,3543.605,1,0,1.0
0,robot_p4_20260912_173859.jsonl,10,1,6123.028,1300.0,1,0,,,0,0,
0,robot_p4_20260912_173859.jsonl,11,0,,,0,0,,,0,0,
0,robot_p4_20260912_173859.jsonl,12,1,447.0,400.0,4,1,4948.496,4501.496,1,0,1.0
0,robot_p4_20260912_173859.jsonl,13,0,,,0,0,,,0,0,
0,robot_p4_20260912_173859.jsonl,14,1,6614.608,1900.0,3,1,6984.675,370.067,1,0,1.0
0,robot_p4_20260912_173859.jsonl,15,1,762.944,400.0,3,1,5082.186,4319.243,1,0,1.0
0,robot_p4_20260912_173859.jsonl,16,1,95.0,0.0,5,1,6360.209,6265.209,1,0,1.0
0,robot_p4_20260912_173859.jsonl,17,1,4859.122,1300.0,5,1,5859.804,1000.681,1,0,1.0
0,robot_p4_20260912_173859.jsonl,18,1,6093.028,1300.0,3,1,7198.39,1105.362,1,0,1.0
0,robot_p4_20260912_173859.jsonl,19,0,,,0,0,,,0,0,
0,robot_p4_20260912_173859.jsonl,20,1,119.0,0.0,4,1,1743.505,1624.505,1,0,1.0
