误差上界,有效构型数,覆盖率,直径均值,超出量均值,超出量最大值
0.25,1489,99.93284083277368,129.86167024845938,3.0310603721511554e-05,0.04513248888287791
0.5,1481,99.79743416610398,244.20344319949137,0.00034628509516150785,0.20283846499160774
1.0,1458,99.24554183813443,419.4429813081186,0.005061127218682527,1.253175448229733
1.5,1439,98.81862404447533,575.1226475096462,0.015304989484639408,3.4700346625174205
2.0,1417,98.37685250529287,642.3961607828718,0.03477950437400635,6.094617982752666
3.0,1388,97.3342939481268,907.8843634351006,0.09555486499247502,11.950733418129744
4.0,1356,96.38643067846607,1168.8210912969328,0.2408742915110341,19.45475484144569
