距离r,最优基线b,b与r之比,最优交会角,最小误差E,E与r之比,解析系数3delta
200.0,282.84022710056774,1.4142011355028388,54.7353729801156,10.471975512325347,0.05235987756162674,0.05235987755982989
400.0,565.6902042255106,1.4142255105637764,54.735838509593016,20.943951024596384,0.05235987756149096,0.05235987755982989
600.0,848.5301838254595,1.4142169730424325,54.73567545612673,31.415926535979143,0.05235987755996524,0.05235987755982989
800.0,1131.3701634254085,1.4142127042817605,54.73559392890141,41.88790204787077,0.05235987755983846,0.05235987755982989
1000.0,1414.2101430253576,1.4142101430253577,54.735545012408735,52.35987755996593,0.052359877559965934,0.05235987755982989
1200.0,1697.0601201503005,1.414216766791917,54.73567151704434,62.83185307193924,0.05235987755994937,0.05235987755982989
1400.0,1979.9000997502494,1.4142143569644638,54.73562549281695,73.30382858377213,0.05235987755983724,0.05235987755982989
1500.0,2121.3250883127207,1.4142167255418139,54.735670729227756,78.53981633991947,0.05235987755994631,0.05235987755982989
